,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,@@,,house_cupboard_01,,,,store_sale_02,,store_sale_01,,@@,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,factory_industrial_pipe_left,factory_industrial_pipe_valve,@@,,garden_grass_3,@@,house_cupboard_01,house_cupboard_01,house_library,house_library,house_cupboard_01,house_cupboard_01,@@,,,garden_grass_3,window_02_close,,,,,,,,,,,,,@@,,
,,@@,@@,@@,@@,@@,,,,,,door_02_close,,,,,,,misc_barrel,@@,misc_barrel,,@@,,,,,,,@@,garden_dirty_1,garden_stone,,@@,house_wardrobe,house_bed,,house_wardrobe,house_bed,,house_wardrobe,house_bed,,house_wardrobe,house_bed,,@@,,
,,@@,house_fridge,,house_computer,@@,wall_glass_01,wall_glass_01,door_02_close,wall_glass_01,wall_glass_01,@@,@@,@@,@@,@@,@@,@@,@@,@@,outside_metal_fence_1,outside_metal_door_01_close,window_02_open,,house_bench,house_table,house_table,house_bench,,window_02_open,,,,window_02_close,,,,,,,,,,,,,@@,,
,,window_02_open,military_radio,house_bench,,door_02_close,road_sewer_top_01,road_sewer_top_01,road_top_01,road_sewer_top_01,road_sewer_top_01,misc_oil_pump_01,misc_barrel,misc_oil_pump_02,misc_barrel,misc_oil_pump_01,misc_barrel,misc_oil_pump_02,misc_barrel,road_right_01,,,@@,,,,,,,@@,,,,@@,military_crate,,,house_wardrobe,house_bed,,house_wardrobe,house_bed,,house_wardrobe,house_bed,,@@,,
,,@@,window_02_open,@@,@@,@@,road_curve_left_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_curve_right_01,,,@@,@@,window_02_open,@@,door_02_close,window_02_open,@@,@@,outside_metal_fence_1,outside_metal_door_01_open,outside_metal_fence_1,@@,@@,door_02_close,@@,@@,window_02_close,@@,@@,window_02_close,@@,@@,window_02_close,@@,@@,,
,road_curve_top_01,misc_sign,,,garden_stone,,,garden_grass_1,,,,,,,garden_dirty_1,,,,,,,,,,,,,garden_dirty_1,,,,,,,,,garden_grass_1,,,garden_dirty_1,,,,garden_stone,,,,road_curve_bottom_01,
,road_sewer_left_01,,,,,,garden_dirty_1,,,,,,,,,,,garden_grass_1,,,,,,garden_grass_3,,,,,,,,garden_grass_1,,,,,,,,,,,,,,,garden_dirty_1,road_sewer_right_01,
,road_curve_left_01,,,,,,,garden_dirty_4,,,,,garden_grass_1,,,,,,,,garden_grass_3,,,garden_dirty_1,,,,,,,,,garden_dirty_1,,,,,,,,,,garden_dirty_4,,,,misc_sign,road_curve_right_01,
,,@@,@@,@@,@@,door_02_close,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,@@,@@,@@,@@,@@,@@,@@,@@,,,,@@,@@,window_02_close,@@,@@,window_02_close,@@,@@,,,,@@,@@,window_02_open,@@,window_02_open,@@,@@,door_02_close,@@,window_02_open,@@,,
,,@@,house_table,,,,,,,,,,,,@@,house_computer,,,,,,@@,,,,@@,medical_cupboard_01,medical_cupboard_01,medical_cupboard_01,lab_cupboard_01,lab_cupboard_01,house_shink,@@,,,,@@,store_sale_01,store_sale_01,store_sale_01,store_sale_01,store_sale_01,@@,,house_bench,military_radio,window_02_open,,
,,@@,house_bench,,house_wardrobe,,store_sale_02,,store_sale_02,,store_sale_01,,store_sale_01,,@@,,crate,crate,,crate,,door_02_close,,,garden_grass_1,@@,house_cupboard_01,,,,,,door_02_close,,,garden_dirty_1,window_02_open,,,,,store_sale_01,@@,,,house_fridge,@@,,
,,@@,house_cupboard_01,,house_wardrobe,,store_sale_02,,store_sale_02,,store_sale_01,,store_sale_01,,@@,,crate,crate,,crate,,@@,,,,@@,@@,@@,@@,@@,@@,@@,@@,,,,@@,store_sale_02,,store_sale_02,@@,@@,@@,@@,@@,@@,@@,,
,,@@,house_cupboard_01,,,,,,,,,,,,@@,,,,,,,@@,,,,@@,house_wardrobe,house_bed,,,house_bed,house_wardrobe,@@,,garden_dirty_1,,@@,store_sale_02,,store_sale_02,@@,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,@@,,
,,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,,crate,crate,,crate,,@@,,,,@@,military_crate,,,,,,door_02_close,,,,window_02_open,store_sale_02,,store_sale_02,@@,misc_barrel,,misc_barrel,,misc_barrel,@@,,
,,@@,house_toilet,door_02_close,,house_fridge,house_stove,@@,house_bath,door_02_close,,,house_shink,house_stove,@@,,crate,crate,,crate,,@@,,,,@@,house_wardrobe,house_bed,,,house_bed,house_wardrobe,@@,garden_grass_1,,,@@,store_sale_02,,store_sale_02,@@,misc_barrel,,,,misc_barrel,@@,,
,,@@,@@,@@,,,house_shink,@@,house_toilet,@@,house_library,,,house_cupboard_01,@@,,,,,,,@@,,,,@@,@@,window_02_close,@@,@@,window_02_close,@@,@@,,,garden_dirty_4,@@,@@,door_02_close,@@,@@,@@,door_02_close,@@,window_02_open,@@,@@,,
,,@@,house_wardrobe,house_bed,,house_cupboard_01,@@,@@,@@,@@,house_table,,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,,,,,garden_stone,,,,,,,,,,,,,,garden_stone,,,,,garden_grass_1,outside_metal_fence_1,,
,,@@,@@,window_02_close,door_02_close,@@,@@,road_curve_top_01,road_curve_bottom_01,door_02_close,,,door_02_close,house_bed,@@,house_shink,house_stove,store_sale_01,house_bench,house_bench,,@@,garden_grass_1,,,,,,garden_dirty_1,,,,garden_dirty_1,,,,garden_dirty_1,,,,,,,,,,outside_metal_fence_1,,
,,@,road_curve_top_01,road_top_01,road_top_01,road_top_01,road_top_01,,road_right_01,@@,@@,window_02_close,@@,@@,@@,house_library,,,house_table,house_table,,@@,,,,,,,,,,,,,,,,,,,,,,,,,outside_metal_fence_1,,
,,@,road_sewer_left_01,,,,garden_dirty_1,,,road_top_01,road_top_01,road_top_01,road_top_01,road_curve_bottom_01,@@,house_library,,,house_bench,house_bench,,@@,,garden_dirty_4,,@@,@@,window_02_close,@@,@@,garden_stone,@@,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,@@,,,@@,@@,@@,@@,@@,@@,@@,@@,,
,,@,road_curve_left_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,,garden_stone,garden_dirty_4,,,garden_grass_1,road_right_01,@@,@@,door_02_close,@@,window_02_close,window_02_close,@@,@@,,,,@@,store_sale_01,,,door_02_close,,@@,house_computer,house_computer,military_radio,military_crate,window_02_close,,,@@,house_library,house_library,house_library,house_library,house_library,house_library,@@,,
,,@@,@@,@@,@@,@@,@@,road_left_01,,,,,,,road_top_01,road_top_01,road_top_01,road_top_01,road_top_01,road_top_01,road_curve_bottom_01,asphalt_right_01,,,,window_02_close,store_sale_01,store_sale_01,store_sale_01,@@,,door_02_close,,,,,@@,,garden_dirty_1,@@,,,,,,,@@,,
,,@@,,house_bench,house_bench,,@@,road_left_01,,,,garden_dirty_1,,,,,,,,,road_sewer_right_01,asphalt_right_01,garden_grass_3,,,@@,@@,@@,@@,@@,,@@,@@,@@,@@,door_02_open,@@,,,@@,,house_bench,house_table,house_library,house_library,house_library,@@,,
,,@@,house_bench,house_table,house_table,,door_02_close,road_left_01,,,,,,,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_curve_right_01,asphalt_right_01,,,,@@,store_sale_01,,,door_02_close,,@@,house_computer,military_radio,military_radio,,window_02_close,,,@@,,,,,,house_bench,@@,,
,,@@,house_bench,house_table,house_table,,@@,road_left_01,,,,,,road_right_01,@@,@@,door_02_close,@@,window_02_close,@@,@@,@@,,garden_dirty_1,,window_02_close,store_sale_01,store_sale_01,store_sale_01,@@,,door_02_close,,,,,@@,,,@@,wall_glass_01,door_02_close,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,@@,,
,,@@,,,,,@@,road_curve_left_01,garden_grass_1,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_curve_right_01,@@,,,medical_cupboard_01,medical_cupboard_01,lab_cupboard_01,house_computer,@@,,,,@@,@@,window_02_close,@@,@@,,@@,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,@@,,garden_grass_1,,garden_stone,,,,,,outside_metal_fence_1,,
,,@@,house_bench,house_table,house_table,,@@,@@,door_02_close,@@,window_02_close,@@,window_02_close,@@,@@,,,,,house_bench,,window_02_close,,,,,garden_dirty_4,,,,garden_dirty_1,,,,,,,,,,,,,garden_dirty_1,,,outside_metal_fence_1,,
,,@@,store_sale_01,,house_bench,,@@,,,,,wall_01_broke,misc_hook,misc_chainwheel_left_right,@@,,,lab_cupboard_01,lab_cupboard_01,lab_cupboard_01,lab_cupboard_01,@@,misc_sign,,,@@,@@,door_02_close,@@,@@,,@@,@@,outside_metal_door_01_close,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,,
,,@@,store_sale_01,,,,@@,,,,wall_01_broke,outside_metal_fence_1,misc_chain_top,misc_chainwheel_left_right,@@,,,,house_bench,,,window_02_close,,,,@@,house_fridge,,,@@,,@@,,,,,,,,,,,,,,,@@,,
,,@@,house_stove,house_stove,house_shink,house_shink,@@,store_sale_02,store_sale_02,store_sale_02,misc_sign,misc_sign,misc_chainwheel_left_right,misc_chainwheel_left_right,@@,military_crate,,medical_cupboard_01,medical_cupboard_01,medical_cupboard_01,medical_cupboard_01,@@,,garden_dirty_1,,window_02_open,military_radio,house_bench,house_computer,@@,garden_grass_1,@@,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,@@,,
,,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,garden_grass_1,,misc_sign,@@,window_02_open,@@,@@,@@,outside_metal_fence_1,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,,
,,,,,,,,,,,,,,,,,,,,,,,road_curve_left_01,road_sewer_bottom_01,road_curve_right_01,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
